airline,traveller_type,cabin,type_of_flight,frequency,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,overall,recommended
American Airlines,Business,Economy Class,Direct,Rarely,1.0,4.0,3.0,2.0,1.0,2.0,4.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,1.0,1.0,2.0,no
American Airlines,Couple Leisure,Business Class,Direct,Rarely,3.0,5.0,4.0,2.0,3.0,4.0,8.0,yes
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,3.0,2.0,1.0,1.0,4.0,6.0,yes
American Airlines,Business,Business Class,Direct,Rarely,4.0,4.0,4.0,4.0,4.0,4.0,9.0,yes
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,4.0,3.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,4.0,1.0,1.0,2.0,1.0,2.0,no
American Airlines,Business,Business Class,Direct,Rarely,4.0,4.0,2.0,2.0,3.0,4.0,7.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,3.0,3.0,3.0,7.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,4.0,1.0,1.0,3.0,6.0,yes
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,5.0,2.0,4.0,7.0,yes
American Airlines,Solo Leisure,First Class,Direct,Rarely,5.0,5.0,1.0,1.0,2.0,5.0,5.0,yes
American Airlines,Family Leisure,Economy Class,Indirect,Rarely,3.0,1.0,3.0,3.0,1.0,3.0,3.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,1.0,2.0,1.0,2.0,2.0,8.0,yes
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,5.0,3.0,4.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Direct,Rarely,4.0,1.0,1.0,3.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,4.0,4.0,5.0,4.0,4.0,4.0,8.0,yes
American Airlines,Solo Leisure,Business Class,Direct,Rarely,3.0,3.0,5.0,2.0,1.0,2.0,6.0,no
American Airlines,Business,Economy Class,Indirect,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,2.0,2.0,1.0,1.0,1.0,2.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,4.0,5.0,3.0,5.0,5.0,3.0,8.0,yes
American Airlines,Solo Leisure,Business Class,Direct,Rarely,4.0,4.0,1.0,5.0,4.0,5.0,8.0,yes
American Airlines,Business,Business Class,Direct,Rarely,3.0,2.0,1.0,1.0,2.0,3.0,5.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Business Class,Direct,Rarely,5.0,5.0,5.0,3.0,5.0,5.0,9.0,yes
American Airlines,Business,First Class,Direct,Rarely,3.0,5.0,2.0,1.0,4.0,4.0,7.0,yes
American Airlines,Couple Leisure,Economy Class,Indirect,Rarely,3.0,4.0,3.0,4.0,2.0,4.0,7.0,yes
American Airlines,Family Leisure,Business Class,Direct,Rarely,2.0,5.0,1.0,3.0,3.0,1.0,4.0,no
American Airlines,Couple Leisure,Business Class,Direct,Rarely,4.0,2.0,3.0,4.0,3.0,3.0,5.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,2.0,3.0,1.0,4.0,2.0,3.0,no
American Airlines,Business,Business Class,Direct,Rarely,4.0,1.0,2.0,2.0,4.0,3.0,5.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,1.0,2.0,1.0,1.0,1.0,3.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,2.0,3.0,3.0,1.0,1.0,2.0,no
American Airlines,Solo Leisure,Business Class,Direct,Rarely,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Indirect,Rarely,3.0,4.0,2.0,4.0,1.0,2.0,2.0,no
American Airlines,Business,Business Class,Direct,Rarely,5.0,5.0,2.0,3.0,3.0,5.0,8.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,4.0,3.0,2.0,1.0,5.0,1.0,3.0,no
American Airlines,Business,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,2.0,2.0,2.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,2.0,1.0,2.0,no
American Airlines,Solo Leisure,First Class,Direct,Rarely,5.0,4.0,4.0,4.0,4.0,4.0,10.0,yes
American Airlines,Couple Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,5.0,4.0,4.0,9.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Business Class,Direct,Rarely,4.0,5.0,5.0,3.0,3.0,3.0,8.0,yes
American Airlines,Business,Economy Class,Indirect,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,First Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,3.0,2.0,2.0,no
American Airlines,Solo Leisure,Business Class,Direct,Rarely,3.0,1.0,3.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Indirect,Rarely,4.0,4.0,3.0,4.0,1.0,2.0,3.0,no
American Airlines,Solo Leisure,Business Class,Indirect,Rarely,5.0,4.0,3.0,4.0,4.0,5.0,8.0,yes
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Business Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
American Airlines,Couple Leisure,Business Class,Indirect,Rarely,5.0,5.0,5.0,5.0,3.0,4.0,8.0,yes
American Airlines,Solo Leisure,First Class,Indirect,Rarely,2.0,3.0,2.0,3.0,3.0,3.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,4.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no
American Airlines,Business,Economy Class,Direct,Rarely,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,3.0,1.0,1.0,1.0,1.0,3.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,3.0,3.0,3.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Indirect,Rarely,4.0,4.0,4.0,5.0,4.0,5.0,8.0,yes
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,2.0,1.0,2.0,1.0,no
American Airlines,Solo Leisure,First Class,Direct,Rarely,4.0,4.0,3.0,4.0,4.0,4.0,7.0,yes
American Airlines,Family Leisure,Economy Class,Indirect,Rarely,3.0,3.0,1.0,1.0,1.0,3.0,2.0,no
American Airlines,Business,Economy Class,Indirect,Rarely,2.0,2.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,4.0,4.0,1.0,4.0,3.0,5.0,no
American Airlines,Solo Leisure,Economy Class,Direct,Rarely,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,3.0,4.0,4.0,1.0,2.0,3.0,4.0,no
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,2.0,2.0,1.0,1.0,2.0,3.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Indirect,Rarely,3.0,3.0,2.0,2.0,3.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Indirect,Rarely,4.0,2.0,3.0,3.0,5.0,3.0,7.0,yes
American Airlines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no
American Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,4.0,1.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,2.0,3.0,2.0,2.0,1.0,2.0,3.0,no
American Airlines,Couple Leisure,Business Class,Indirect,Rarely,2.0,2.0,2.0,2.0,2.0,2.0,2.0,no
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,First Class,Indirect,Rarely,5.0,5.0,4.0,3.0,5.0,5.0,10.0,yes
American Airlines,Solo Leisure,Business Class,Indirect,Rarely,2.0,2.0,2.0,3.0,1.0,1.0,2.0,no
American Airlines,Business,Business Class,Direct,Rarely,5.0,5.0,5.0,5.0,4.0,5.0,9.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,2.0,2.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,2.0,1.0,4.0,2.0,3.0,no
American Airlines,Business,Economy Class,Direct,Rarely,5.0,4.0,4.0,4.0,4.0,4.0,8.0,yes
American Airlines,Business,Economy Class,Indirect,Rarely,3.0,2.0,1.0,2.0,1.0,1.0,1.0,no
American Airlines,Couple Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,4.0,5.0,4.0,8.0,yes
American Airlines,Business,Economy Class,Indirect,Rarely,3.0,4.0,3.0,4.0,4.0,2.0,1.0,no
American Airlines,Business,Business Class,Direct,Rarely,5.0,3.0,4.0,4.0,5.0,4.0,8.0,yes
American Airlines,Business,Business Class,Direct,Rarely,2.0,3.0,5.0,2.0,3.0,4.0,7.0,yes
American Airlines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
American Airlines,Business,Economy Class,Direct,Rarely,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,First Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,3.0,no
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,2.0,1.0,2.0,4.0,1.0,3.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,4.0,4.0,4.0,4.0,4.0,4.0,3.0,yes
Delta Air Lines,Business,Economy Class,Direct,Rarely,4.0,5.0,3.0,5.0,5.0,1.0,5.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,2.0,4.0,2.0,3.0,3.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,2.0,2.0,5.0,4.0,3.0,6.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,2.0,4.0,3.0,4.0,4.0,4.0,7.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,3.0,2.0,2.0,4.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,4.0,5.0,4.0,4.0,5.0,4.0,9.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,2.0,1.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,3.0,2.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,4.0,4.0,2.0,3.0,4.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,4.0,3.0,5.0,5.0,4.0,3.0,6.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,3.0,3.0,2.0,2.0,1.0,1.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,4.0,3.0,4.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,2.0,3.0,3.0,3.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Indirect,Rarely,3.0,4.0,2.0,4.0,4.0,3.0,7.0,yes
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,5.0,5.0,3.0,3.0,4.0,5.0,10.0,yes
Delta Air Lines,Solo Leisure,First Class,Direct,Rarely,2.0,5.0,3.0,5.0,3.0,4.0,7.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,4.0,3.0,4.0,8.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,2.0,3.0,3.0,2.0,4.0,2.0,5.0,no
Delta Air Lines,Family Leisure,Business Class,Direct,Rarely,2.0,4.0,3.0,1.0,1.0,2.0,3.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,4.0,2.0,3.0,6.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,1.0,1.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,2.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,1.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,1.0,3.0,1.0,1.0,1.0,2.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,2.0,2.0,3.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,3.0,1.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,3.0,3.0,5.0,5.0,4.0,8.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,3.0,3.0,3.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,2.0,5.0,2.0,1.0,3.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,4.0,4.0,5.0,3.0,4.0,5.0,8.0,yes
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,1.0,4.0,1.0,3.0,3.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,2.0,4.0,3.0,5.0,1.0,3.0,1.0,no
Delta Air Lines,Business,Economy Class,Indirect,Rarely,5.0,5.0,3.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,1.0,4.0,2.0,4.0,4.0,1.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,3.0,3.0,1.0,3.0,2.0,4.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,4.0,5.0,4.0,5.0,7.0,yes
Delta Air Lines,Solo Leisure,Premium Economy,Indirect,Rarely,5.0,5.0,4.0,5.0,4.0,5.0,9.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,4.0,5.0,4.0,4.0,2.0,5.0,7.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,3.0,4.0,4.0,4.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,2.0,2.0,1.0,3.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,3.0,5.0,3.0,5.0,4.0,5.0,10.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,2.0,1.0,3.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Delta Air Lines,Business,Economy Class,Direct,Rarely,3.0,3.0,3.0,4.0,1.0,3.0,2.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,3.0,4.0,4.0,4.0,3.0,2.0,6.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,4.0,1.0,2.0,2.0,2.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,5.0,5.0,2.0,2.0,5.0,1.0,5.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,1.0,2.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,4.0,3.0,4.0,5.0,no
Delta Air Lines,Business,Business Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,First Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,3.0,3.0,1.0,3.0,4.0,2.0,5.0,no
Delta Air Lines,Couple Leisure,Premium Economy,Direct,Rarely,2.0,1.0,1.0,1.0,2.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,First Class,Direct,Rarely,5.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,4.0,3.0,3.0,2.0,3.0,4.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,First Class,Direct,Rarely,1.0,1.0,1.0,3.0,2.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,First Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,2.0,1.0,2.0,2.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,5.0,1.0,5.0,5.0,3.0,5.0,5.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,4.0,4.0,4.0,5.0,4.0,5.0,8.0,yes
Delta Air Lines,Couple Leisure,Premium Economy,Direct,Rarely,4.0,5.0,5.0,5.0,4.0,5.0,8.0,yes
Delta Air Lines,Business,Economy Class,Indirect,Rarely,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Premium Economy,Direct,Rarely,2.0,1.0,1.0,1.0,4.0,1.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,1.0,3.0,1.0,4.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,3.0,2.0,1.0,1.0,1.0,2.0,no
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,4.0,5.0,4.0,4.0,5.0,5.0,10.0,yes
Delta Air Lines,Couple Leisure,Premium Economy,Indirect,Rarely,4.0,5.0,4.0,5.0,4.0,4.0,8.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,3.0,3.0,4.0,3.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,4.0,2.0,2.0,2.0,2.0,2.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,4.0,1.0,3.0,1.0,2.0,3.0,no
Delta Air Lines,Business,Premium Economy,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Business Class,Direct,Rarely,2.0,4.0,1.0,1.0,4.0,1.0,3.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,2.0,2.0,2.0,4.0,2.0,2.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,2.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,2.0,4.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Indirect,Rarely,3.0,4.0,3.0,3.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Business Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,2.0,3.0,2.0,2.0,2.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Business Class,Direct,Rarely,2.0,4.0,1.0,1.0,3.0,2.0,5.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,5.0,5.0,4.0,4.0,5.0,5.0,9.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,5.0,1.0,2.0,5.0,1.0,5.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Indirect,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Premium Economy,Direct,Rarely,1.0,3.0,1.0,1.0,3.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,5.0,4.0,4.0,5.0,4.0,3.0,8.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,5.0,4.0,4.0,3.0,1.0,3.0,7.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,4.0,5.0,5.0,3.0,2.0,4.0,9.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,4.0,5.0,5.0,5.0,5.0,5.0,10.0,yes
Delta Air Lines,Family Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,First Class,Direct,Rarely,4.0,1.0,1.0,4.0,4.0,1.0,1.0,no
Delta Air Lines,Solo Leisure,Business Class,Direct,Rarely,5.0,2.0,1.0,3.0,4.0,2.0,3.0,no
Delta Air Lines,Solo Leisure,Economy Class,Direct,Rarely,3.0,1.0,2.0,4.0,3.0,5.0,8.0,yes
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Delta Air Lines,Business,Economy Class,Direct,Rarely,3.0,3.0,2.0,3.0,3.0,3.0,6.0,yes
Delta Air Lines,Business,Economy Class,Indirect,Rarely,4.0,4.0,4.0,5.0,2.0,4.0,7.0,yes
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,1.0,1.0,4.0,1.0,2.0,1.0,no
Delta Air Lines,Solo Leisure,Economy Class,Indirect,Rarely,3.0,4.0,3.0,3.0,1.0,1.0,2.0,no
Delta Air Lines,Couple Leisure,Economy Class,Direct,Rarely,3.0,1.0,1.0,3.0,1.0,1.0,2.0,no
